cliente_id;fecha_registro;departamento;ciudad;edad;genero;estrato;nivel_educativo;ocupacion;ingreso_mensual_estimado;ingreso_mensual_bi;flag_ingreso;canal_adquisicion;score_externo;tiene_producto_ahorro;numero_dependientes;dispositivo_principal
CL00217;2023-02-20;Bolívar;Cartagena;28;F;3;Bachiller;Comerciante;3900000,0;3900000,0;normal;App orgánico;683,0;False;3;Web
CL00218;2024-07-05;Valle del Cauca;Cali;34;M;2;Universitario;Empleado;1520000,0;1520000,0;normal;Aliado comercial;595,0;True;2;iOS
CL00219;2023-10-21;Antioquia;Medellín;31;F;3;Bachiller;Empleado;3920000,0;3920000,0;normal;Campaña digital;600,0;False;0;Android
CL00220;2023-07-24;Caldas;Manizales;37;M;2;Técnico/Tecnólogo;Empleado;2030000,0;2030000,0;normal;Aliado comercial;611,0;False;3;Web
CL00221;2025-03-12;Caldas;Manizales;59;F;2;Bachiller;Empleado;3660000,0;3660000,0;normal;Aliado comercial;551,0;True;3;Android
CL00222;2023-04-02;Bogotá D.C.;Bogotá;19;F;3;Bachiller;Desempleado;830000,0;830000,0;normal;Aliado comercial;487,0;False;1;Android
CL00223;2025-07-24;Risaralda;Pereira;43;M;1;Bachiller;Empleado;1520000,0;1520000,0;normal;App orgánico;571,0;True;0;Android
CL00224;2024-03-21;Santander;Bucaramanga;20;F;3;Técnico/Tecnólogo;Conductor/Repartidor;3230000,0;3230000,0;normal;Referido;541,0;True;0;Android
CL00225;2025-06-24;Caldas;Manizales;31;M;2;Universitario;Conductor/Repartidor;1850000,0;1850000,0;normal;Referido;511,0;False;0;Android
CL00226;2023-07-07;Risaralda;Pereira;47;F;5;Posgrado;Pensionado;2920000,0;2920000,0;normal;App orgánico;650,0;True;0;Android
CL00227;2024-02-01;Bolívar;Cartagena;37;M;2;Sin información;Empleado;1900000,0;1900000,0;normal;Aliado comercial;581,0;True;0;Android
CL00228;2023-02-10;Bogotá D.C.;Bogotá;25;M;6;Técnico/Tecnólogo;Microempresario;4060000,0;4060000,0;normal;Aliado comercial;637,0;True;4;Web
CL00229;2025-05-13;Bolívar;Cartagena;29;F;2;Técnico/Tecnólogo;Independiente;1740000,0;1740000,0;normal;Call center;565,0;False;1;Android
CL00230;2025-12-21;Bogotá D.C.;Bogotá;43;M;1;Sin información;Empleado;2610000,0;2610000,0;normal;Campaña digital;527,0;False;1;iOS
CL00231;2023-08-19;Caldas;Manizales;29;M;4;Sin información;Empleado;2450000,0;2450000,0;normal;Referido;601,0;False;1;iOS
CL00232;2024-04-03;Norte de Santander;Cúcuta;38;F;3;Bachiller;Microempresario;4080000,0;4080000,0;normal;App orgánico;642,0;False;0;Android
CL00233;2023-10-01;Bogotá D.C.;Bogotá;36;M;4;Bachiller;Comerciante;4600000,0;4600000,0;normal;App orgánico;743,0;True;1;Android
CL00234;2023-01-21;Bogotá D.C.;Bogotá;29;F;4;Universitario;Conductor/Repartidor;1750000,0;1750000,0;normal;Aliado comercial;509,0;False;0;iOS
CL00235;2023-12-30;Valle del Cauca;Cali;57;M;3;Sin información;Empleado;3220000,0;3220000,0;normal;Aliado comercial;763,0;False;2;Android
CL00236;2023-12-09;Atlántico;Barranquilla;42;F;2;Sin información;Empleado;3440000,0;3440000,0;normal;Campaña digital;593,0;False;1;Android
CL00237;2023-08-07;Atlántico;Barranquilla;19;M;4;Sin información;Independiente;2380000,0;2380000,0;normal;Call center;544,0;True;1;Android
CL00238;2024-04-10;Santander;Bucaramanga;38;F;3;Técnico/Tecnólogo;Empleado;3720000,0;3720000,0;normal;Call center;583,0;True;1;Android
CL00239;2025-12-23;Antioquia;Medellín;29;F;6;Bachiller;Empleado;7480000,0;7082400,000000003;outlier_real;Referido;766,0;True;0;iOS
CL00241;2024-07-14;Bogotá D.C.;Bogotá;28;F;4;Posgrado;Empleado;3670000,0;3670000,0;normal;Aliado comercial;577,0;True;3;iOS
CL00243;2024-02-29;Santander;Bucaramanga;41;M;1;Técnico/Tecnólogo;Empleado;1260000,0;1260000,0;normal;Campaña digital;587,0;True;2;Android
CL00244;2023-07-21;Bogotá D.C.;Bogotá;45;M;4;Bachiller;Empleado;-1,0;-1,0;normal;Call center;732,0;False;0;Android
CL00245;2025-06-19;Bogotá D.C.;Bogotá;24;M;3;Técnico/Tecnólogo;Empleado;3920000,0;3920000,0;normal;App orgánico;645,0;False;3;iOS
CL00246;2024-10-07;Tolima;Ibagué;33;F;1;Universitario;Conductor/Repartidor;1190000,0;1190000,0;normal;Referido;460,0;False;0;Android
CL00249;2025-03-01;Valle del Cauca;Cali;54;M;5;Técnico/Tecnólogo;Comerciante;4280000,0;4280000,0;normal;Referido;727,0;True;0;Web
CL00250;2023-04-09;Risaralda;Pereira;40;F;3;Bachiller;Empleado;3970000,0;3970000,0;normal;App orgánico;597,0;False;0;Android
CL00252;2024-04-27;Bogotá D.C.;Bogotá;45;F;2;Bachiller;Microempresario;2770000,0;2770000,0;normal;App orgánico;652,0;True;1;Android
CL00253;2025-02-17;Bogotá D.C.;Bogotá;57;F;5;Sin información;Pensionado;3540000,0;3540000,0;normal;Campaña digital;684,0;False;0;iOS
CL00254;2023-04-28;Bogotá D.C.;Bogotá;46;M;2;Técnico/Tecnólogo;Empleado;2810000,0;2810000,0;normal;App orgánico;613,0;True;1;iOS
CL00255;2025-11-23;Bogotá D.C.;Bogotá;21;M;3;Técnico/Tecnólogo;Empleado;5130000,0;5130000,0;normal;Referido;711,0;True;3;iOS
CL00256;2023-07-01;Bogotá D.C.;Bogotá;31;F;2;Bachiller;Empleado;1920000,0;1920000,0;normal;App orgánico;579,0;False;2;Android
CL00258;2024-05-19;Bogotá D.C.;Bogotá;29;M;3;Técnico/Tecnólogo;Microempresario;9000000,0;7082400,000000003;error_captura;Campaña digital;850,0;False;1;Android
CL00259;2023-09-24;Bogotá D.C.;Bogotá;40;F;4;Bachiller;Microempresario;3190000,0;3190000,0;normal;App orgánico;622,0;False;0;Android
CL00261;2025-11-19;Norte de Santander;Cúcuta;27;F;2;Bachiller;Conductor/Repartidor;2080000,0;2080000,0;normal;Aliado comercial;408,0;False;0;Android
CL00262;2024-12-08;Bogotá D.C.;Bogotá;35;M;5;Sin información;Empleado;3760000,0;3760000,0;normal;Campaña digital;641,0;True;1;iOS
CL00263;2024-12-14;Antioquia;Medellín;19;M;2;Universitario;Independiente;1480000,0;1480000,0;normal;Campaña digital;540,0;True;2;iOS
CL00264;2025-03-03;Valle del Cauca;Cali;26;M;2;Universitario;Estudiante;800000,0;800000,0;normal;Campaña digital;441,0;False;0;Android
CL00265;2023-12-20;Bogotá D.C.;Bogotá;33;F;4;Universitario;Desempleado;1030000,0;1030000,0;normal;Referido;516,0;False;0;Android
CL00266;2024-01-03;Meta;Villavicencio;24;M;3;Universitario;Microempresario;5280000,0;5280000,0;normal;Campaña digital;686,0;True;1;iOS
CL00268;2023-10-22;Risaralda;Pereira;22;M;3;Bachiller;Independiente;2090000,0;2090000,0;normal;Referido;620,0;False;3;iOS
CL00271;2023-09-19;Antioquia;Medellín;50;F;4;Bachiller;Conductor/Repartidor;2030000,0;2030000,0;normal;App orgánico;596,0;False;1;iOS
CL00272;2025-10-23;Bogotá D.C.;Bogotá;22;M;1;Técnico/Tecnólogo;Empleado;2050000,0;2050000,0;normal;Call center;603,0;False;0;Android
CL00273;2024-01-08;Valle del Cauca;Cali;48;M;2;Posgrado;Comerciante;3000000,0;3000000,0;normal;Campaña digital;672,0;False;3;iOS
CL00274;2025-12-05;Valle del Cauca;Cali;36;F;3;Universitario;Conductor/Repartidor;3310000,0;3310000,0;normal;Campaña digital;654,0;False;0;Android
CL00276;2024-05-14;Bogotá D.C.;Bogotá;41;M;2;Bachiller;Estudiante;1090000,0;1090000,0;normal;App orgánico;387,0;True;0;Android
CL00277;2025-09-27;Antioquia;Medellín;38;F;4;Bachiller;Estudiante;1540000,0;1540000,0;normal;Referido;542,0;True;3;iOS
CL00278;2025-09-10;Bolívar;Cartagena;30;F;3;Sin información;Empleado;3360000,0;3360000,0;normal;Aliado comercial;577,0;False;2;Android
CL00279;2023-02-08;Bogotá D.C.;Bogotá;37;M;3;Bachiller;Comerciante;2890000,0;2890000,0;normal;App orgánico;630,0;True;1;Android
CL00280;2025-12-07;Bolívar;Cartagena;32;M;3;Bachiller;Empleado;6110000,0;6110000,0;normal;Call center;703,0;False;2;iOS
CL00281;2023-09-02;Risaralda;Pereira;37;M;3;Bachiller;Independiente;3200000,0;3200000,0;normal;Campaña digital;687,0;False;2;Android
CL00282;2024-12-21;Bogotá D.C.;Bogotá;43;F;3;Universitario;Empleado;2820000,0;2820000,0;normal;App orgánico;638,0;False;1;iOS
CL00283;2023-03-22;Bogotá D.C.;Bogotá;52;M;4;Bachiller;Empleado;3260000,0;3260000,0;normal;Campaña digital;668,0;True;1;Web
CL00284;2023-07-27;Risaralda;Pereira;24;M;4;Bachiller;Microempresario;2380000,0;2380000,0;normal;Campaña digital;592,0;False;2;Android
CL00285;2023-06-04;Bogotá D.C.;Bogotá;57;F;6;Bachiller;Empleado;6420000,0;6420000,0;normal;Referido;797,0;True;3;iOS
CL00286;2025-08-09;Norte de Santander;Cúcuta;19;F;3;Técnico/Tecnólogo;Independiente;3050000,0;3050000,0;normal;Call center;588,0;False;2;Android
CL00287;2024-10-12;Antioquia;Medellín;34;F;3;Bachiller;Empleado;3050000,0;3050000,0;normal;Campaña digital;613,0;True;0;iOS
CL00288;2024-09-08;Antioquia;Medellín;42;F;3;Universitario;Empleado;2720000,0;2720000,0;normal;Referido;560,0;False;1;Android
CL00289;2024-08-19;Atlántico;Barranquilla;39;M;4;Posgrado;Desempleado;850000,0;850000,0;normal;Call center;588,0;False;0;Android
CL00290;2024-01-01;Antioquia;Medellín;30;M;2;Técnico/Tecnólogo;Conductor/Repartidor;2570000,0;2570000,0;normal;Referido;420,0;False;0;iOS
CL00291;2024-01-14;Atlántico;Barranquilla;34;F;3;Bachiller;Independiente;3810000,0;3810000,0;normal;Campaña digital;599,0;False;0;iOS
CL00292;2023-09-16;Atlántico;Barranquilla;31;F;3;Técnico/Tecnólogo;Empleado;6480000,0;6480000,0;normal;Campaña digital;742,0;False;2;iOS
CL00293;2025-03-13;Bogotá D.C.;Bogotá;30;F;3;Técnico/Tecnólogo;Microempresario;6830000,0;6830000,0;normal;Campaña digital;758,0;True;1;Android
CL00294;2024-05-03;Risaralda;Pereira;44;M;4;Bachiller;Independiente;2350000,0;2350000,0;normal;Aliado comercial;529,0;False;0;Android
CL00295;2023-11-03;Bogotá D.C.;Bogotá;40;M;2;Técnico/Tecnólogo;Empleado;2030000,0;2030000,0;normal;Referido;508,0;False;1;iOS
CL00296;2025-12-28;Bolívar;Cartagena;29;M;4;Técnico/Tecnólogo;Empleado;5260000,0;5260000,0;normal;Campaña digital;664,0;False;3;Android
CL00297;2025-12-10;Santander;Bucaramanga;45;F;4;Técnico/Tecnólogo;Empleado;5300000,0;5300000,0;normal;App orgánico;664,0;False;0;Android
CL00298;2023-09-25;Atlántico;Barranquilla;39;M;3;Universitario;Conductor/Repartidor;3400000,0;3400000,0;normal;Referido;559,0;True;1;iOS
CL00299;2025-08-24;Valle del Cauca;Cali;44;F;4;Bachiller;Comerciante;3080000,0;3080000,0;normal;App orgánico;588,0;True;2;Android
CL00300;2025-07-13;Antioquia;Medellín;42;F;1;Técnico/Tecnólogo;Microempresario;2370000,0;2370000,0;normal;App orgánico;635,0;False;2;Android
CL00301;2023-12-18;Tolima;Ibagué;28;F;2;Sin información;Empleado;3400000,0;3400000,0;normal;App orgánico;588,0;True;1;iOS
CL00305;2024-01-09;Atlántico;Barranquilla;36;M;2;Técnico/Tecnólogo;Empleado;2890000,0;2890000,0;normal;Referido;652,0;False;1;Android
CL00306;2023-05-05;Caldas;Manizales;37;F;1;Técnico/Tecnólogo;Empleado;-1,0;-1,0;normal;Aliado comercial;511,0;False;1;Android
CL00307;2025-01-30;Bogotá D.C.;Bogotá;49;M;1;Posgrado;Empleado;3270000,0;3270000,0;normal;Campaña digital;641,0;False;1;Web
CL00308;2026-01-20;Bolívar;Cartagena;30;F;1;Sin información;Empleado;1560000,0;1560000,0;normal;App orgánico;522,0;False;3;iOS
CL00309;2023-09-24;Antioquia;Medellín;41;F;3;Bachiller;Empleado;3970000,0;3970000,0;normal;App orgánico;565,0;False;0;Android
CL00310;2025-04-21;Valle del Cauca;Cali;34;M;4;Bachiller;Independiente;1450000,0;1450000,0;normal;Referido;501,0;False;0;iOS
CL00312;2023-06-16;Atlántico;Barranquilla;47;M;4;Bachiller;Empleado;2250000,0;2250000,0;normal;Aliado comercial;611,0;True;0;Android
CL00313;2026-01-01;Bogotá D.C.;Bogotá;44;F;1;Técnico/Tecnólogo;Pensionado;1530000,0;1530000,0;normal;Aliado comercial;601,0;False;0;Android
CL00314;2023-09-20;Valle del Cauca;Cali;44;F;4;Universitario;Conductor/Repartidor;4150000,0;4150000,0;normal;Aliado comercial;675,0;False;1;Web
CL00317;2025-09-01;Atlántico;Barranquilla;43;M;4;Bachiller;Independiente;3820000,0;3820000,0;normal;Campaña digital;571,0;False;0;Android
CL00318;2023-02-03;Caldas;Manizales;33;M;2;Universitario;Microempresario;4430000,0;4430000,0;normal;Call center;633,0;False;1;Web
CL00319;2024-01-06;Norte de Santander;Cúcuta;39;M;3;Bachiller;Independiente;1830000,0;1830000,0;normal;Referido;559,0;False;1;iOS
CL00320;2024-07-12;Antioquia;Medellín;35;F;3;Técnico/Tecnólogo;Empleado;5920000,0;5920000,0;normal;Aliado comercial;713,0;True;2;Android
CL00321;2024-06-21;Meta;Villavicencio;37;M;2;Universitario;Empleado;5080000,0;5080000,0;normal;App orgánico;714,0;False;1;Android
CL00322;2025-09-21;Antioquia;Medellín;42;F;3;Universitario;Empleado;2490000,0;2490000,0;normal;Campaña digital;564,0;True;0;iOS
CL00323;2024-05-10;Antioquia;Medellín;28;F;3;Universitario;Conductor/Repartidor;2700000,0;2700000,0;normal;Campaña digital;616,0;True;0;iOS
CL00324;2025-06-06;Atlántico;Barranquilla;57;M;3;Bachiller;Comerciante;2430000,0;2430000,0;normal;Campaña digital;663,0;False;0;Web
CL00325;2023-10-07;Antioquia;Medellín;26;M;1;Sin información;Conductor/Repartidor;1620000,0;1620000,0;normal;Campaña digital;588,0;False;0;iOS
CL00327;2024-02-02;Bogotá D.C.;Bogotá;48;F;2;Bachiller;Desempleado;640000,0;640000,0;normal;App orgánico;495,0;False;1;Android
CL00328;2023-05-08;Bogotá D.C.;Bogotá;44;F;5;Bachiller;Empleado;3100000,0;3100000,0;normal;Aliado comercial;688,0;True;0;Web
CL00329;2025-05-13;Bogotá D.C.;Bogotá;42;F;3;Universitario;Empleado;3560000,0;3560000,0;normal;Aliado comercial;757,0;False;0;Android
CL00332;2023-12-09;Risaralda;Pereira;27;M;3;Bachiller;Comerciante;2370000,0;2370000,0;normal;Referido;571,0;False;0;Android
CL00333;2023-09-05;Bogotá D.C.;Bogotá;37;M;3;Bachiller;Microempresario;1850000,0;1850000,0;normal;Aliado comercial;555,0;False;1;Android
CL00334;2023-01-17;Cundinamarca;Soacha;29;F;2;Universitario;Independiente;2100000,0;2100000,0;normal;Referido;454,0;True;4;Android
CL00335;2024-02-13;Bogotá D.C.;Bogotá;46;F;2;Sin información;Independiente;3550000,0;3550000,0;normal;Campaña digital;597,0;False;1;Android
CL00336;2023-11-04;Bogotá D.C.;Bogotá;35;F;4;Técnico/Tecnólogo;Conductor/Repartidor;2760000,0;2760000,0;normal;App orgánico;583,0;False;2;iOS
CL00340;2023-01-28;Norte de Santander;Cúcuta;30;M;3;Posgrado;Empleado;4250000,0;4250000,0;normal;Aliado comercial;666,0;True;3;Android
CL00341;2025-07-07;Bogotá D.C.;Bogotá;28;F;6;Universitario;Desempleado;1590000,0;1590000,0;normal;App orgánico;531,0;True;1;Android
CL00344;2024-11-27;Bogotá D.C.;Bogotá;31;F;2;Universitario;Independiente;1590000,0;1590000,0;normal;App orgánico;548,0;True;2;Android
CL00345;2025-06-05;Bogotá D.C.;Bogotá;31;M;3;Sin información;Desempleado;560000,0;560000,0;normal;Campaña digital;401,0;True;0;iOS
CL00346;2026-01-09;Valle del Cauca;Cali;38;M;3;Bachiller;Independiente;2570000,0;2570000,0;normal;Aliado comercial;569,0;False;1;Android
CL00347;2025-01-03;Risaralda;Pereira;22;F;2;Bachiller;Pensionado;2570000,0;2570000,0;normal;App orgánico;560,0;False;2;iOS
CL00348;2025-08-27;Antioquia;Medellín;22;No informa;3;Sin información;Empleado;2030000,0;2030000,0;normal;App orgánico;565,0;False;2;Android
CL00349;2024-10-19;Antioquia;Medellín;29;F;3;Sin información;Empleado;3290000,0;3290000,0;normal;Campaña digital;604,0;False;0;Android
CL00351;2024-03-04;Norte de Santander;Cúcuta;39;M;2;Técnico/Tecnólogo;Empleado;2350000,0;2350000,0;normal;App orgánico;591,0;True;0;iOS
CL00352;2023-06-01;Bogotá D.C.;Bogotá;51;M;3;Técnico/Tecnólogo;Empleado;1620000,0;1620000,0;normal;Campaña digital;674,0;False;0;Android
CL00353;2023-01-26;Antioquia;Medellín;45;F;4;Bachiller;Empleado;10000000,0;7082400,000000003;outlier_real;Campaña digital;826,0;True;2;Android
CL00354;2025-09-14;Bogotá D.C.;Bogotá;34;F;3;Bachiller;Independiente;2860000,0;2860000,0;normal;App orgánico;631,0;True;3;Android
CL00355;2024-12-30;Bogotá D.C.;Bogotá;36;M;3;Universitario;Empleado;1950000,0;1950000,0;normal;App orgánico;646,0;False;0;iOS
CL00356;2023-11-23;Bogotá D.C.;Bogotá;26;F;4;Sin información;Comerciante;2040000,0;2040000,0;normal;Referido;545,0;False;1;iOS
CL00357;2023-03-03;Cundinamarca;Soacha;36;M;2;Técnico/Tecnólogo;Conductor/Repartidor;1270000,0;1270000,0;normal;Campaña digital;434,0;False;0;iOS
CL00358;2024-01-15;Bogotá D.C.;Bogotá;33;M;3;Universitario;Empleado;3400000,0;3400000,0;normal;Call center;598,0;False;3;iOS
CL00359;2024-10-22;Antioquia;Medellín;39;F;4;Técnico/Tecnólogo;Comerciante;2880000,0;2880000,0;normal;Call center;650,0;True;2;Android
CL00362;2024-10-05;Cundinamarca;Soacha;51;M;4;Universitario;Conductor/Repartidor;1780000,0;1780000,0;normal;Referido;479,0;False;4;Android
CL00363;2024-01-12;Bogotá D.C.;Bogotá;35;M;3;Técnico/Tecnólogo;Microempresario;3480000,0;3480000,0;normal;App orgánico;661,0;False;1;Android
CL00364;2025-01-05;Cundinamarca;Soacha;40;M;3;Sin información;Conductor/Repartidor;2590000,0;2590000,0;normal;App orgánico;530,0;False;0;Android
CL00366;2025-07-01;Valle del Cauca;Cali;32;F;2;Posgrado;Comerciante;2640000,0;2640000,0;normal;Campaña digital;662,0;False;0;Web
CL00368;2024-07-29;Cundinamarca;Soacha;36;F;2;Universitario;Comerciante;2050000,0;2050000,0;normal;Call center;588,0;False;3;Android
CL00369;2024-01-30;Bolívar;Cartagena;37;M;3;Universitario;Empleado;2210000,0;2210000,0;normal;Campaña digital;569,0;False;0;Web
CL00371;2025-05-06;Bogotá D.C.;Bogotá;36;F;3;Universitario;Empleado;4190000,0;4190000,0;normal;App orgánico;588,0;False;2;iOS
CL00372;2023-07-24;Valle del Cauca;Cali;41;F;2;Universitario;Empleado;4380000,0;4380000,0;normal;App orgánico;707,0;True;4;Web
CL00374;2024-01-05;Atlántico;Barranquilla;46;F;1;Universitario;Conductor/Repartidor;1780000,0;1780000,0;normal;Referido;588,0;False;4;iOS
CL00375;2023-03-25;Atlántico;Barranquilla;58;F;4;Técnico/Tecnólogo;Conductor/Repartidor;2320000,0;2320000,0;normal;App orgánico;603,0;False;0;Web
CL00376;2023-03-12;Santander;Bucaramanga;28;M;3;Sin información;Empleado;3010000,0;3010000,0;normal;App orgánico;566,0;False;2;Android
CL00377;2024-12-14;Valle del Cauca;Cali;45;M;1;Bachiller;Empleado;2900000,0;2900000,0;normal;Campaña digital;603,0;True;2;Android
CL00378;2024-10-02;Antioquia;Medellín;38;M;1;Técnico/Tecnólogo;Independiente;1730000,0;1730000,0;normal;Campaña digital;471,0;False;2;Android
CL00379;2024-08-10;Atlántico;Barranquilla;58;M;2;Universitario;Empleado;3770000,0;3770000,0;normal;Aliado comercial;731,0;False;1;Android
CL00380;2025-09-05;Bogotá D.C.;Bogotá;28;F;2;Bachiller;Empleado;2730000,0;2730000,0;normal;Aliado comercial;573,0;True;3;Android
CL00381;2023-03-01;Cundinamarca;Soacha;28;F;3;Universitario;Independiente;1520000,0;1520000,0;normal;Campaña digital;503,0;True;3;Android
CL00382;2025-03-02;Bogotá D.C.;Bogotá;30;F;4;Universitario;Empleado;7150000,0;7082400,000000003;outlier_real;Aliado comercial;730,0;True;0;Android
CL00383;2023-08-07;Atlántico;Barranquilla;19;M;3;Sin información;Independiente;3770000,0;3770000,0;normal;Campaña digital;500,0;False;1;Android
CL00384;2025-12-27;Valle del Cauca;Cali;31;F;5;Bachiller;Microempresario;4250000,0;4250000,0;normal;Aliado comercial;611,0;True;1;Android
CL00385;2023-08-07;Atlántico;Barranquilla;28;M;2;Posgrado;Conductor/Repartidor;2120000,0;2120000,0;normal;App orgánico;565,0;False;0;iOS
CL00386;2024-02-15;Antioquia;Medellín;38;M;4;Técnico/Tecnólogo;Conductor/Repartidor;2590000,0;2590000,0;normal;Campaña digital;473,0;False;1;Android
CL00387;2025-09-08;Bogotá D.C.;Bogotá;39;M;2;Universitario;Comerciante;2570000,0;2570000,0;normal;Campaña digital;469,0;False;2;iOS
CL00389;2025-01-05;Cundinamarca;Soacha;46;No informa;1;Técnico/Tecnólogo;Empleado;2140000,0;2140000,0;normal;Referido;670,0;False;0;iOS
CL00390;2024-05-27;Cundinamarca;Soacha;30;M;6;Posgrado;Empleado;4950000,0;4950000,0;normal;Referido;702,0;False;0;Android
CL00391;2024-12-21;Risaralda;Pereira;27;M;3;Bachiller;Independiente;1920000,0;1920000,0;normal;Referido;568,0;False;2;Android
CL00393;2025-08-16;Santander;Bucaramanga;23;No informa;2;Universitario;Estudiante;730000,0;730000,0;normal;Campaña digital;433,0;False;0;Android
CL00394;2024-09-30;Bogotá D.C.;Bogotá;54;F;3;Universitario;Estudiante;1700000,0;1700000,0;normal;Campaña digital;585,0;True;4;iOS
CL00395;2023-05-10;Bogotá D.C.;Bogotá;48;F;1;Bachiller;Empleado;3110000,0;3110000,0;normal;App orgánico;593,0;True;3;Android
CL00397;2025-07-11;Cundinamarca;Soacha;19;F;2;Bachiller;Comerciante;1800000,0;1800000,0;normal;Referido;453,0;False;0;iOS
CL00398;2025-04-20;Antioquia;Medellín;50;F;1;Universitario;Desempleado;450000,0;450000,0;normal;App orgánico;465,0;False;1;Android
CL00399;2024-09-16;Valle del Cauca;Cali;35;M;2;Técnico/Tecnólogo;Independiente;1750000,0;1750000,0;normal;Aliado comercial;588,0;False;1;Android
CL00400;2024-10-05;Bogotá D.C.;Bogotá;48;M;4;Bachiller;Empleado;2080000,0;2080000,0;normal;App orgánico;701,0;False;1;Web
CL00401;2024-05-24;Bogotá D.C.;Bogotá;20;F;3;Posgrado;Empleado;2280000,0;2280000,0;normal;App orgánico;555,0;True;0;Web
CL00402;2025-10-27;Santander;Bucaramanga;30;M;2;Universitario;Microempresario;3710000,0;3710000,0;normal;App orgánico;548,0;False;0;Web
CL00404;2025-04-04;Antioquia;Medellín;36;M;2;Técnico/Tecnólogo;Independiente;1920000,0;1920000,0;normal;Campaña digital;524,0;False;3;Android
CL00405;2023-05-08;Cundinamarca;Soacha;31;M;3;Técnico/Tecnólogo;Independiente;2570000,0;2570000,0;normal;Campaña digital;604,0;True;0;iOS
CL00406;2023-04-09;Antioquia;Medellín;42;F;4;Universitario;Empleado;2300000,0;2300000,0;normal;Campaña digital;643,0;True;2;Android
CL00407;2024-12-08;Antioquia;Medellín;25;M;3;Sin información;Empleado;2490000,0;2490000,0;normal;Campaña digital;548,0;False;0;Android
CL00408;2025-05-08;Bogotá D.C.;Bogotá;35;M;4;Técnico/Tecnólogo;Pensionado;3220000,0;3220000,0;normal;Aliado comercial;588,0;True;0;Android
CL00410;2024-06-18;Valle del Cauca;Cali;41;F;1;Universitario;Microempresario;3190000,0;3190000,0;normal;Call center;546,0;True;1;Android
CL00411;2025-04-14;Bogotá D.C.;Bogotá;43;F;4;Bachiller;Empleado;6140000,0;6140000,0;normal;Campaña digital;816,0;True;0;iOS
CL00412;2025-09-21;Bogotá D.C.;Bogotá;25;F;2;Bachiller;Microempresario;1880000,0;1880000,0;normal;App orgánico;545,0;False;0;Android
CL00413;2023-08-03;Antioquia;Medellín;21;F;2;Sin información;Comerciante;1950000,0;1950000,0;normal;App orgánico;530,0;False;2;Android
CL00414;2024-12-04;Bogotá D.C.;Bogotá;49;M;2;Técnico/Tecnólogo;Empleado;3260000,0;3260000,0;normal;Campaña digital;588,0;False;0;Android
CL00415;2024-01-13;Tolima;Ibagué;39;M;2;Sin información;Microempresario;2380000,0;2380000,0;normal;Aliado comercial;513,0;False;0;Android
CL00416;2023-01-24;Risaralda;Pereira;29;F;1;Bachiller;Comerciante;3950000,0;3950000,0;normal;App orgánico;610,0;True;2;iOS
CL00417;2023-08-15;Antioquia;Medellín;52;M;2;Técnico/Tecnólogo;Comerciante;3300000,0;3300000,0;normal;Aliado comercial;634,0;True;4;Android
CL00418;2024-10-18;Bogotá D.C.;Bogotá;37;F;3;Universitario;Independiente;3480000,0;3480000,0;normal;Campaña digital;530,0;False;0;Android
CL00420;2023-01-24;Santander;Bucaramanga;37;M;3;Posgrado;Estudiante;2000000,0;2000000,0;normal;Aliado comercial;520,0;False;2;Android
CL00421;2024-12-02;Risaralda;Pereira;57;M;3;Universitario;Empleado;2610000,0;2610000,0;normal;Call center;611,0;False;3;Web
CL00422;2025-01-04;Antioquia;Medellín;54;F;4;Técnico/Tecnólogo;Microempresario;4120000,0;4120000,0;normal;Campaña digital;765,0;True;2;iOS
CL00424;2025-05-10;Bogotá D.C.;Bogotá;46;M;1;Posgrado;Empleado;2710000,0;2710000,0;normal;Referido;582,0;False;1;Android
CL00425;2024-09-26;Cundinamarca;Soacha;42;M;2;Sin información;Empleado;3900000,0;3900000,0;normal;Aliado comercial;480,0;False;0;Android
CL00426;2023-07-16;Antioquia;Medellín;50;M;3;Técnico/Tecnólogo;Conductor/Repartidor;1540000,0;1540000,0;normal;Campaña digital;524,0;True;2;iOS
CL00427;2025-05-28;Atlántico;Barranquilla;26;M;3;Bachiller;Comerciante;2650000,0;2650000,0;normal;Call center;473,0;False;2;iOS
CL00428;2025-01-11;Antioquia;Medellín;43;M;4;Técnico/Tecnólogo;Empleado;2170000,0;2170000,0;normal;Referido;588,0;True;0;Android
CL00430;2026-01-10;Antioquia;Medellín;19;F;6;Bachiller;Empleado;3430000,0;3430000,0;normal;Campaña digital;630,0;False;0;Android
CL00431;2023-11-20;Santander;Bucaramanga;24;F;2;Universitario;Independiente;2690000,0;2690000,0;normal;App orgánico;491,0;False;0;Android
CL00433;2025-08-19;Bogotá D.C.;Bogotá;33;M;6;Sin información;Microempresario;4480000,0;4480000,0;normal;App orgánico;624,0;True;0;Android
CL00434;2025-03-24;Norte de Santander;Cúcuta;43;F;1;Técnico/Tecnólogo;Conductor/Repartidor;2620000,0;2620000,0;normal;App orgánico;588,0;False;0;Android
CL00436;2023-05-27;Bogotá D.C.;Bogotá;37;M;2;Universitario;Empleado;1830000,0;1830000,0;normal;Aliado comercial;505,0;True;1;Web
CL00437;2025-01-05;Bogotá D.C.;Bogotá;52;M;3;Sin información;Comerciante;1960000,0;1960000,0;normal;Referido;662,0;False;1;Android
