cliente_id;fecha_registro;departamento;ciudad;edad;genero;estrato;nivel_educativo;ocupacion;ingreso_mensual_estimado;ingreso_mensual_bi;flag_ingreso;canal_adquisicion;score_externo;tiene_producto_ahorro;numero_dependientes;dispositivo_principal;creditos_total;creditos_morosos;monto_total_credito;monto_promedio_credito;probabilidad_mora_promedio;probabilidad_mora_max;ultima_fecha_desembolso;tasa_mora_cliente
CL00310;2025-04-21;Valle del Cauca;Cali;34;M;4;Bachiller;Independiente;1450000,0;1450000,0;normal;Referido;501,0;False;0;iOS;1;0;800000;800000,0;0,3469923069851459;0,3469923069851459;2026-03-27;0,0
CL00312;2023-06-16;Atlántico;Barranquilla;47;M;4;Bachiller;Empleado;2250000,0;2250000,0;normal;Aliado comercial;611,0;True;0;Android;2;1;5600000;2800000,0;0,5201618049096942;0,5873744233394192;2025-09-27;0,5
CL00313;2026-01-01;Bogotá D.C.;Bogotá;44;F;1;Técnico/Tecnólogo;Pensionado;1530000,0;1530000,0;normal;Aliado comercial;601,0;False;0;Android;1;0;800000;800000,0;0,5545868235074561;0,5545868235074561;2025-09-06;0,0
CL00314;2023-09-20;Valle del Cauca;Cali;44;F;4;Universitario;Conductor/Repartidor;4150000,0;4150000,0;normal;Aliado comercial;675,0;False;1;Web;2;1;12400000;6200000,0;0,42453973567693115;0,4584539143053914;2026-03-07;0,5
CL00317;2025-09-01;Atlántico;Barranquilla;43;M;4;Bachiller;Independiente;3820000,0;3820000,0;normal;Campaña digital;571,0;False;0;Android;1;1;2850000;2850000,0;0,6439002644393084;0,6439002644393084;2025-10-13;1,0
CL00318;2023-02-03;Caldas;Manizales;33;M;2;Universitario;Microempresario;4430000,0;4430000,0;normal;Call center;633,0;False;1;Web;1;0;4150000;4150000,0;0,37458320848673693;0,37458320848673693;2023-09-26;0,0
CL00319;2024-01-06;Norte de Santander;Cúcuta;39;M;3;Bachiller;Independiente;1830000,0;1830000,0;normal;Referido;559,0;False;1;iOS;2;0;2050000;1025000,0;0,4945674799768904;0,5559946191233939;2025-06-12;0,0
CL00320;2024-07-12;Antioquia;Medellín;35;F;3;Técnico/Tecnólogo;Empleado;5920000,0;5920000,0;normal;Aliado comercial;713,0;True;2;Android;1;0;3300000;3300000,0;0,1700882418653523;0,1700882418653523;2025-10-03;0,0
CL00321;2024-06-21;Meta;Villavicencio;37;M;2;Universitario;Empleado;5080000,0;5080000,0;normal;App orgánico;714,0;False;1;Android;2;0;7150000;3575000,0;0,1243552988571865;0,1701222736893967;2025-10-01;0,0
CL00322;2025-09-21;Antioquia;Medellín;42;F;3;Universitario;Empleado;2490000,0;2490000,0;normal;Campaña digital;564,0;True;0;iOS;2;0;7200000;3600000,0;0,41543244460395684;0,4738683965749668;2026-03-08;0,0
CL00323;2024-05-10;Antioquia;Medellín;28;F;3;Universitario;Conductor/Repartidor;2700000,0;2700000,0;normal;Campaña digital;616,0;True;0;iOS;1;0;8050000;8050000,0;0,6136044464296634;0,6136044464296634;2024-09-29;0,0
CL00324;2025-06-06;Atlántico;Barranquilla;57;M;3;Bachiller;Comerciante;2430000,0;2430000,0;normal;Campaña digital;663,0;False;0;Web;1;0;2500000;2500000,0;0,42977769252611897;0,42977769252611897;2025-07-01;0,0
CL00325;2023-10-07;Antioquia;Medellín;26;M;1;Sin información;Conductor/Repartidor;1620000,0;1620000,0;normal;Campaña digital;588,0;False;0;iOS;1;1;7200000;7200000,0;0,77201239327942;0,77201239327942;2024-08-22;1,0
CL00327;2024-02-02;Bogotá D.C.;Bogotá;48;F;2;Bachiller;Desempleado;640000,0;640000,0;normal;App orgánico;495,0;False;1;Android;1;1;1200000;1200000,0;0,8675242449485018;0,8675242449485018;2024-09-30;1,0
CL00328;2023-05-08;Bogotá D.C.;Bogotá;44;F;5;Bachiller;Empleado;3100000,0;3100000,0;normal;Aliado comercial;688,0;True;0;Web;3;0;5600000;1866666,6666666667;0,29793133624464563;0,3069477685648013;2025-04-09;0,0
CL00329;2025-05-13;Bogotá D.C.;Bogotá;42;F;3;Universitario;Empleado;3560000,0;3560000,0;normal;Aliado comercial;757,0;False;0;Android;1;0;2050000;2050000,0;0,19262018332759784;0,19262018332759784;2025-12-22;0,0
CL00332;2023-12-09;Risaralda;Pereira;27;M;3;Bachiller;Comerciante;2370000,0;2370000,0;normal;Referido;571,0;False;0;Android;1;0;1750000;1750000,0;0,5985481272091947;0,5985481272091947;2024-05-11;0,0
CL00333;2023-09-05;Bogotá D.C.;Bogotá;37;M;3;Bachiller;Microempresario;1850000,0;1850000,0;normal;Aliado comercial;555,0;False;1;Android;1;1;1250000;1250000,0;0,38525508601960157;0,38525508601960157;2025-01-25;1,0
CL00334;2023-01-17;Cundinamarca;Soacha;29;F;2;Universitario;Independiente;2100000,0;2100000,0;normal;Referido;454,0;True;4;Android;1;0;1000000;1000000,0;0,31345275884398616;0,31345275884398616;2024-03-15;0,0
CL00335;2024-02-13;Bogotá D.C.;Bogotá;46;F;2;Sin información;Independiente;3550000,0;3550000,0;normal;Campaña digital;597,0;False;1;Android;1;0;1400000;1400000,0;0,18886950962654;0,18886950962654;2026-02-08;0,0
CL00336;2023-11-04;Bogotá D.C.;Bogotá;35;F;4;Técnico/Tecnólogo;Conductor/Repartidor;2760000,0;2760000,0;normal;App orgánico;583,0;False;2;iOS;1;0;2800000;2800000,0;0,569598707362908;0,569598707362908;2024-10-04;0,0
CL00340;2023-01-28;Norte de Santander;Cúcuta;30;M;3;Posgrado;Empleado;4250000,0;4250000,0;normal;Aliado comercial;666,0;True;3;Android;1;0;5450000;5450000,0;0,32726404811157017;0,32726404811157017;2024-01-01;0,0
CL00341;2025-07-07;Bogotá D.C.;Bogotá;28;F;6;Universitario;Desempleado;1590000,0;1590000,0;normal;App orgánico;531,0;True;1;Android;2;1;3550000;1775000,0;0,7243473515128043;0,7877601512892904;2026-02-23;0,5
CL00344;2024-11-27;Bogotá D.C.;Bogotá;31;F;2;Universitario;Independiente;1590000,0;1590000,0;normal;App orgánico;548,0;True;2;Android;2;0;2550000;1275000,0;0,4354123074645996;0,5226461439108308;2025-12-18;0,0
CL00345;2025-06-05;Bogotá D.C.;Bogotá;31;M;3;Sin información;Desempleado;560000,0;560000,0;normal;Campaña digital;401,0;True;0;iOS;2;2;1400000;700000,0;0,6650115908654155;0,7466525349162728;2026-01-29;1,0
CL00346;2026-01-09;Valle del Cauca;Cali;38;M;3;Bachiller;Independiente;2570000,0;2570000,0;normal;Aliado comercial;569,0;False;1;Android;1;0;3200000;3200000,0;0,6957890461902556;0,6957890461902556;2026-02-19;0,0
CL00347;2025-01-03;Risaralda;Pereira;22;F;2;Bachiller;Pensionado;2570000,0;2570000,0;normal;App orgánico;560,0;False;2;iOS;1;1;2100000;2100000,0;0,4817862397500411;0,4817862397500411;2026-02-12;1,0
CL00348;2025-08-27;Antioquia;Medellín;22;No informa;3;Sin información;Empleado;2030000,0;2030000,0;normal;App orgánico;565,0;False;2;Android;1;1;1950000;1950000,0;0,6541012773835622;0,6541012773835622;2025-08-09;1,0
CL00349;2024-10-19;Antioquia;Medellín;29;F;3;Sin información;Empleado;3290000,0;3290000,0;normal;Campaña digital;604,0;False;0;Android;1;1;1700000;1700000,0;0,36443041669159654;0,36443041669159654;2025-06-17;1,0
CL00351;2024-03-04;Norte de Santander;Cúcuta;39;M;2;Técnico/Tecnólogo;Empleado;2350000,0;2350000,0;normal;App orgánico;591,0;True;0;iOS;1;1;700000;700000,0;0,6126372317588346;0,6126372317588346;2024-11-15;1,0
CL00352;2023-06-01;Bogotá D.C.;Bogotá;51;M;3;Técnico/Tecnólogo;Empleado;1620000,0;1620000,0;normal;Campaña digital;674,0;False;0;Android;1;0;1300000;1300000,0;0,2852982526042285;0,2852982526042285;2025-03-05;0,0
CL00353;2023-01-26;Antioquia;Medellín;45;F;4;Bachiller;Empleado;10000000,0;7082400,000000003;outlier_real;Campaña digital;826,0;True;2;Android;1;0;18800000;18800000,0;0,29686316619162156;0,29686316619162156;2023-06-02;0,0
CL00354;2025-09-14;Bogotá D.C.;Bogotá;34;F;3;Bachiller;Independiente;2860000,0;2860000,0;normal;App orgánico;631,0;True;3;Android;1;0;1950000;1950000,0;0,4121984750121011;0,4121984750121011;2025-05-30;0,0
CL00355;2024-12-30;Bogotá D.C.;Bogotá;36;M;3;Universitario;Empleado;1950000,0;1950000,0;normal;App orgánico;646,0;False;0;iOS;1;0;1600000;1600000,0;0,29832170647731726;0,29832170647731726;2025-03-06;0,0
CL00356;2023-11-23;Bogotá D.C.;Bogotá;26;F;4;Sin información;Comerciante;2040000,0;2040000,0;normal;Referido;545,0;False;1;iOS;1;0;1250000;1250000,0;0,37719713239085106;0,37719713239085106;2025-11-13;0,0
CL00357;2023-03-03;Cundinamarca;Soacha;36;M;2;Técnico/Tecnólogo;Conductor/Repartidor;1270000,0;1270000,0;normal;Campaña digital;434,0;False;0;iOS;2;1;2000000;1000000,0;0,5678216092886739;0,7071290502359541;2025-06-25;0,5
CL00358;2024-01-15;Bogotá D.C.;Bogotá;33;M;3;Universitario;Empleado;3400000,0;3400000,0;normal;Call center;598,0;False;3;iOS;1;0;8050000;8050000,0;0,4034652424875449;0,4034652424875449;2024-02-24;0,0
CL00359;2024-10-22;Antioquia;Medellín;39;F;4;Técnico/Tecnólogo;Comerciante;2880000,0;2880000,0;normal;Call center;650,0;True;2;Android;1;0;6700000;6700000,0;0,36988635259870734;0,36988635259870734;2026-03-23;0,0
CL00362;2024-10-05;Cundinamarca;Soacha;51;M;4;Universitario;Conductor/Repartidor;1780000,0;1780000,0;normal;Referido;479,0;False;4;Android;1;1;800000;800000,0;0,7442490156371989;0,7442490156371989;2024-10-25;1,0
CL00363;2024-01-12;Bogotá D.C.;Bogotá;35;M;3;Técnico/Tecnólogo;Microempresario;3480000,0;3480000,0;normal;App orgánico;661,0;False;1;Android;2;0;4650000;2325000,0;0,34342858170860113;0,4023153248460526;2024-08-01;0,0
CL00364;2025-01-05;Cundinamarca;Soacha;40;M;3;Sin información;Conductor/Repartidor;2590000,0;2590000,0;normal;App orgánico;530,0;False;0;Android;2;0;2950000;1475000,0;0,2703245034826691;0,2711170331426432;2026-03-10;0,0
CL00366;2025-07-01;Valle del Cauca;Cali;32;F;2;Posgrado;Comerciante;2640000,0;2640000,0;normal;Campaña digital;662,0;False;0;Web;2;0;2950000;1475000,0;0,2480987503137418;0,2643379500484254;2026-01-06;0,0
CL00368;2024-07-29;Cundinamarca;Soacha;36;F;2;Universitario;Comerciante;2050000,0;2050000,0;normal;Call center;588,0;False;3;Android;1;0;2300000;2300000,0;0,5391643940283447;0,5391643940283447;2025-11-17;0,0
CL00369;2024-01-30;Bolívar;Cartagena;37;M;3;Universitario;Empleado;2210000,0;2210000,0;normal;Campaña digital;569,0;False;0;Web;3;1;5650000;1883333,3333333333;0,40780728136803185;0,5140524388554756;2025-12-28;0,3333333333333333
CL00371;2025-05-06;Bogotá D.C.;Bogotá;36;F;3;Universitario;Empleado;4190000,0;4190000,0;normal;App orgánico;588,0;False;2;iOS;1;0;2300000;2300000,0;0,15678830459447382;0,15678830459447382;2026-02-20;0,0
CL00372;2023-07-24;Valle del Cauca;Cali;41;F;2;Universitario;Empleado;4380000,0;4380000,0;normal;App orgánico;707,0;True;4;Web;1;0;1700000;1700000,0;0,2034401706281926;0,2034401706281926;2024-07-11;0,0
CL00374;2024-01-05;Atlántico;Barranquilla;46;F;1;Universitario;Conductor/Repartidor;1780000,0;1780000,0;normal;Referido;588,0;False;4;iOS;1;0;1700000;1700000,0;0,5951778962847252;0,5951778962847252;2024-05-02;0,0
CL00375;2023-03-25;Atlántico;Barranquilla;58;F;4;Técnico/Tecnólogo;Conductor/Repartidor;2320000,0;2320000,0;normal;App orgánico;603,0;False;0;Web;2;2;5900000;2950000,0;0,6364964271941569;0,6616421143985114;2023-08-07;1,0
CL00376;2023-03-12;Santander;Bucaramanga;28;M;3;Sin información;Empleado;3010000,0;3010000,0;normal;App orgánico;566,0;False;2;Android;3;0;3000000;1000000,0;0,3910860191251373;0,42622405509360484;2025-08-11;0,0
CL00377;2024-12-14;Valle del Cauca;Cali;45;M;1;Bachiller;Empleado;2900000,0;2900000,0;normal;Campaña digital;603,0;True;2;Android;1;0;1400000;1400000,0;0,262047979359602;0,262047979359602;2026-03-15;0,0
CL00378;2024-10-02;Antioquia;Medellín;38;M;1;Técnico/Tecnólogo;Independiente;1730000,0;1730000,0;normal;Campaña digital;471,0;False;2;Android;2;1;2700000;1350000,0;0,3770864243792136;0,3854849097644891;2026-01-18;0,5
CL00379;2024-08-10;Atlántico;Barranquilla;58;M;2;Universitario;Empleado;3770000,0;3770000,0;normal;Aliado comercial;731,0;False;1;Android;1;1;2950000;2950000,0;0,3549120229409771;0,3549120229409771;2024-10-31;1,0
CL00380;2025-09-05;Bogotá D.C.;Bogotá;28;F;2;Bachiller;Empleado;2730000,0;2730000,0;normal;Aliado comercial;573,0;True;3;Android;3;0;7800000;2600000,0;0,3832162271920914;0,5006766439036859;2026-03-10;0,0
CL00381;2023-03-01;Cundinamarca;Soacha;28;F;3;Universitario;Independiente;1520000,0;1520000,0;normal;Campaña digital;503,0;True;3;Android;1;1;900000;900000,0;0,8135811012396408;0,8135811012396408;2023-11-22;1,0
CL00382;2025-03-02;Bogotá D.C.;Bogotá;30;F;4;Universitario;Empleado;7150000,0;7082400,000000003;outlier_real;Aliado comercial;730,0;True;0;Android;1;0;6800000;6800000,0;0,3417244956540918;0,3417244956540918;2025-09-27;0,0
CL00383;2023-08-07;Atlántico;Barranquilla;19;M;3;Sin información;Independiente;3770000,0;3770000,0;normal;Campaña digital;500,0;False;1;Android;2;1;4700000;2350000,0;0,6134527588461834;0,7973788940239793;2026-01-02;0,5
CL00384;2025-12-27;Valle del Cauca;Cali;31;F;5;Bachiller;Microempresario;4250000,0;4250000,0;normal;Aliado comercial;611,0;True;1;Android;2;0;7100000;3550000,0;0,3414751344212148;0,38725639559606423;2026-02-13;0,0
CL00385;2023-08-07;Atlántico;Barranquilla;28;M;2;Posgrado;Conductor/Repartidor;2120000,0;2120000,0;normal;App orgánico;565,0;False;0;iOS;1;0;1300000;1300000,0;0,46391915473665213;0,46391915473665213;2026-01-13;0,0
CL00386;2024-02-15;Antioquia;Medellín;38;M;4;Técnico/Tecnólogo;Conductor/Repartidor;2590000,0;2590000,0;normal;Campaña digital;473,0;False;1;Android;2;1;3250000;1625000,0;0,6193121424174357;0,7356934812317233;2025-10-15;0,5
CL00387;2025-09-08;Bogotá D.C.;Bogotá;39;M;2;Universitario;Comerciante;2570000,0;2570000,0;normal;Campaña digital;469,0;False;2;iOS;1;1;3700000;3700000,0;0,7960825282039745;0,7960825282039745;2025-12-26;1,0
CL00389;2025-01-05;Cundinamarca;Soacha;46;No informa;1;Técnico/Tecnólogo;Empleado;2140000,0;2140000,0;normal;Referido;670,0;False;0;iOS;1;0;6650000;6650000,0;0,2977077927489844;0,2977077927489844;2025-08-31;0,0
CL00390;2024-05-27;Cundinamarca;Soacha;30;M;6;Posgrado;Empleado;4950000,0;4950000,0;normal;Referido;702,0;False;0;Android;1;0;1050000;1050000,0;0,19666916337038026;0,19666916337038026;2024-11-02;0,0
CL00391;2024-12-21;Risaralda;Pereira;27;M;3;Bachiller;Independiente;1920000,0;1920000,0;normal;Referido;568,0;False;2;Android;1;0;350000;350000,0;0,5103469101425787;0,5103469101425787;2025-07-12;0,0
CL00393;2025-08-16;Santander;Bucaramanga;23;No informa;2;Universitario;Estudiante;730000,0;730000,0;normal;Campaña digital;433,0;False;0;Android;1;0;250000;250000,0;0,5768574803784438;0,5768574803784438;2026-02-22;0,0
CL00394;2024-09-30;Bogotá D.C.;Bogotá;54;F;3;Universitario;Estudiante;1700000,0;1700000,0;normal;Campaña digital;585,0;True;4;iOS;2;0;3300000;1650000,0;0,23236302039054685;0,23236302039054685;2025-11-16;0,0
CL00395;2023-05-10;Bogotá D.C.;Bogotá;48;F;1;Bachiller;Empleado;3110000,0;3110000,0;normal;App orgánico;593,0;True;3;Android;3;0;8150000;2716666,6666666665;0,2149600361142385;0,37267984107716035;2025-09-11;0,0
CL00397;2025-07-11;Cundinamarca;Soacha;19;F;2;Bachiller;Comerciante;1800000,0;1800000,0;normal;Referido;453,0;False;0;iOS;1;0;1850000;1850000,0;0,25296773690254293;0,25296773690254293;2026-03-09;0,0
CL00398;2025-04-20;Antioquia;Medellín;50;F;1;Universitario;Desempleado;450000,0;450000,0;normal;App orgánico;465,0;False;1;Android;1;1;550000;550000,0;0,8356891259568133;0,8356891259568133;2025-07-24;1,0
CL00399;2024-09-16;Valle del Cauca;Cali;35;M;2;Técnico/Tecnólogo;Independiente;1750000,0;1750000,0;normal;Aliado comercial;588,0;False;1;Android;2;2;2450000;1225000,0;0,6495962999406399;0,651047213213846;2025-01-03;1,0
CL00400;2024-10-05;Bogotá D.C.;Bogotá;48;M;4;Bachiller;Empleado;2080000,0;2080000,0;normal;App orgánico;701,0;False;1;Web;1;0;1850000;1850000,0;0,3212202533188706;0,3212202533188706;2025-07-30;0,0
CL00401;2024-05-24;Bogotá D.C.;Bogotá;20;F;3;Posgrado;Empleado;2280000,0;2280000,0;normal;App orgánico;555,0;True;0;Web;2;0;7400000;3700000,0;0,4454287970461723;0,660870765118426;2026-03-27;0,0
CL00402;2025-10-27;Santander;Bucaramanga;30;M;2;Universitario;Microempresario;3710000,0;3710000,0;normal;App orgánico;548,0;False;0;Web;1;0;1400000;1400000,0;0,4180991449638151;0,4180991449638151;2025-12-18;0,0
CL00404;2025-04-04;Antioquia;Medellín;36;M;2;Técnico/Tecnólogo;Independiente;1920000,0;1920000,0;normal;Campaña digital;524,0;False;3;Android;1;0;2750000;2750000,0;0,5408971846039624;0,5408971846039624;2026-03-02;0,0
CL00405;2023-05-08;Cundinamarca;Soacha;31;M;3;Técnico/Tecnólogo;Independiente;2570000,0;2570000,0;normal;Campaña digital;604,0;True;0;iOS;1;1;1950000;1950000,0;0,4824898419149162;0,4824898419149162;2025-10-03;1,0
CL00406;2023-04-09;Antioquia;Medellín;42;F;4;Universitario;Empleado;2300000,0;2300000,0;normal;Campaña digital;643,0;True;2;Android;2;0;4250000;2125000,0;0,2947703228764604;0,3195054045994955;2024-07-27;0,0
CL00407;2024-12-08;Antioquia;Medellín;25;M;3;Sin información;Empleado;2490000,0;2490000,0;normal;Campaña digital;548,0;False;0;Android;1;0;1500000;1500000,0;0,5815297349401574;0,5815297349401574;2025-05-14;0,0
CL00408;2025-05-08;Bogotá D.C.;Bogotá;35;M;4;Técnico/Tecnólogo;Pensionado;3220000,0;3220000,0;normal;Aliado comercial;588,0;True;0;Android;1;0;1250000;1250000,0;0,47489328736758485;0,47489328736758485;2025-07-10;0,0
CL00410;2024-06-18;Valle del Cauca;Cali;41;F;1;Universitario;Microempresario;3190000,0;3190000,0;normal;Call center;546,0;True;1;Android;1;0;3550000;3550000,0;0,5676612338024881;0,5676612338024881;2024-10-13;0,0
CL00411;2025-04-14;Bogotá D.C.;Bogotá;43;F;4;Bachiller;Empleado;6140000,0;6140000,0;normal;Campaña digital;816,0;True;0;iOS;1;0;4050000;4050000,0;0,1957801919314808;0,1957801919314808;2025-09-01;0,0
CL00412;2025-09-21;Bogotá D.C.;Bogotá;25;F;2;Bachiller;Microempresario;1880000,0;1880000,0;normal;App orgánico;545,0;False;0;Android;2;0;2300000;1150000,0;0,31591844311421746;0,3735187435512874;2026-02-12;0,0
CL00413;2023-08-03;Antioquia;Medellín;21;F;2;Sin información;Comerciante;1950000,0;1950000,0;normal;App orgánico;530,0;False;2;Android;2;1;2700000;1350000,0;0,6310743965197145;0,6691979761805834;2025-04-17;0,5
CL00414;2024-12-04;Bogotá D.C.;Bogotá;49;M;2;Técnico/Tecnólogo;Empleado;3260000,0;3260000,0;normal;Campaña digital;588,0;False;0;Android;1;0;4800000;4800000,0;0,46441585302600824;0,46441585302600824;2025-07-31;0,0
CL00415;2024-01-13;Tolima;Ibagué;39;M;2;Sin información;Microempresario;2380000,0;2380000,0;normal;Aliado comercial;513,0;False;0;Android;2;0;4300000;2150000,0;0,49280189000806573;0,6194461075419834;2025-08-21;0,0
CL00416;2023-01-24;Risaralda;Pereira;29;F;1;Bachiller;Comerciante;3950000,0;3950000,0;normal;App orgánico;610,0;True;2;iOS;2;0;2850000;1425000,0;0,21059110937811448;0,22229289286046314;2025-06-01;0,0
CL00417;2023-08-15;Antioquia;Medellín;52;M;2;Técnico/Tecnólogo;Comerciante;3300000,0;3300000,0;normal;Aliado comercial;634,0;True;4;Android;3;1;5000000;1666666,6666666667;0,28386385596645164;0,39686676681974814;2026-01-26;0,3333333333333333
CL00418;2024-10-18;Bogotá D.C.;Bogotá;37;F;3;Universitario;Independiente;3480000,0;3480000,0;normal;Campaña digital;530,0;False;0;Android;1;0;1650000;1650000,0;0,5788254456714207;0,5788254456714207;2025-12-31;0,0
CL00420;2023-01-24;Santander;Bucaramanga;37;M;3;Posgrado;Estudiante;2000000,0;2000000,0;normal;Aliado comercial;520,0;False;2;Android;1;0;1550000;1550000,0;0,6397897107609918;0,6397897107609918;2024-06-15;0,0
CL00421;2024-12-02;Risaralda;Pereira;57;M;3;Universitario;Empleado;2610000,0;2610000,0;normal;Call center;611,0;False;3;Web;1;0;1550000;1550000,0;0,24173881877370237;0,24173881877370237;2026-02-16;0,0
CL00422;2025-01-04;Antioquia;Medellín;54;F;4;Técnico/Tecnólogo;Microempresario;4120000,0;4120000,0;normal;Campaña digital;765,0;True;2;iOS;1;0;3550000;3550000,0;0,1527547564633447;0,1527547564633447;2025-12-12;0,0
CL00424;2025-05-10;Bogotá D.C.;Bogotá;46;M;1;Posgrado;Empleado;2710000,0;2710000,0;normal;Referido;582,0;False;1;Android;2;1;9650000;4825000,0;0,4760370546922822;0,4912529494174303;2025-12-20;0,5
CL00425;2024-09-26;Cundinamarca;Soacha;42;M;2;Sin información;Empleado;3900000,0;3900000,0;normal;Aliado comercial;480,0;False;0;Android;1;0;1850000;1850000,0;0,4591724547293965;0,4591724547293965;2025-07-24;0,0
CL00426;2023-07-16;Antioquia;Medellín;50;M;3;Técnico/Tecnólogo;Conductor/Repartidor;1540000,0;1540000,0;normal;Campaña digital;524,0;True;2;iOS;1;0;1800000;1800000,0;0,5606069763020919;0,5606069763020919;2025-10-13;0,0
CL00427;2025-05-28;Atlántico;Barranquilla;26;M;3;Bachiller;Comerciante;2650000,0;2650000,0;normal;Call center;473,0;False;2;iOS;2;1;2600000;1300000,0;0,784470675652614;0,7979006147616496;2025-11-11;0,5
CL00428;2025-01-11;Antioquia;Medellín;43;M;4;Técnico/Tecnólogo;Empleado;2170000,0;2170000,0;normal;Referido;588,0;True;0;Android;1;0;750000;750000,0;0,3537370557304293;0,3537370557304293;2025-04-22;0,0
CL00430;2026-01-10;Antioquia;Medellín;19;F;6;Bachiller;Empleado;3430000,0;3430000,0;normal;Campaña digital;630,0;False;0;Android;3;1;5700000;1900000,0;0,2818506070208;0,344385127084005;2026-01-18;0,3333333333333333
CL00431;2023-11-20;Santander;Bucaramanga;24;F;2;Universitario;Independiente;2690000,0;2690000,0;normal;App orgánico;491,0;False;0;Android;3;0;7250000;2416666,6666666665;0,54580371436145;0,7618784716951469;2025-09-27;0,0
CL00433;2025-08-19;Bogotá D.C.;Bogotá;33;M;6;Sin información;Microempresario;4480000,0;4480000,0;normal;App orgánico;624,0;True;0;Android;1;0;1800000;1800000,0;0,27603441121229433;0,27603441121229433;2025-12-24;0,0
CL00434;2025-03-24;Norte de Santander;Cúcuta;43;F;1;Técnico/Tecnólogo;Conductor/Repartidor;2620000,0;2620000,0;normal;App orgánico;588,0;False;0;Android;2;0;4000000;2000000,0;0,4515616075629414;0,6516108821001028;2026-03-22;0,0
CL00436;2023-05-27;Bogotá D.C.;Bogotá;37;M;2;Universitario;Empleado;1830000,0;1830000,0;normal;Aliado comercial;505,0;True;1;Web;1;0;700000;700000,0;0,4337368157892217;0,4337368157892217;2025-07-27;0,0
CL00437;2025-01-05;Bogotá D.C.;Bogotá;52;M;3;Sin información;Comerciante;1960000,0;1960000,0;normal;Referido;662,0;False;1;Android;1;0;850000;850000,0;0,32778663828967397;0,32778663828967397;2025-04-28;0,0
CL00438;2024-08-06;Santander;Bucaramanga;22;M;3;Universitario;Empleado;3480000,0;3480000,0;normal;Aliado comercial;709,0;True;1;iOS;2;0;2500000;1250000,0;0,24035912169131063;0,24741966454003791;2025-07-27;0,0
CL00439;2024-09-22;Bogotá D.C.;Bogotá;19;M;2;Universitario;Empleado;3890000,0;3890000,0;normal;Referido;624,0;False;2;Android;1;1;2000000;2000000,0;0,3920187537111864;0,3920187537111864;2024-10-27;1,0
CL00440;2025-04-25;Bogotá D.C.;Bogotá;35;F;5;Universitario;Desempleado;830000,0;830000,0;normal;App orgánico;520,0;False;2;iOS;1;1;1600000;1600000,0;0,8359026197192821;0,8359026197192821;2025-07-19;1,0
CL00441;2025-07-08;Antioquia;Medellín;40;F;3;Bachiller;Desempleado;620000,0;620000,0;normal;Call center;548,0;False;0;Android;2;1;1050000;525000,0;0,5349751531751102;0,6645125804482942;2026-03-22;0,5
CL00442;2025-06-23;Cundinamarca;Soacha;36;F;3;Bachiller;Empleado;2650000,0;2650000,0;normal;Referido;588,0;True;0;iOS;2;2;2500000;1250000,0;0,5199779995970999;0,5578669700848482;2025-10-06;1,0
CL00443;2024-05-17;Norte de Santander;Cúcuta;19;F;3;Sin información;Conductor/Repartidor;3160000,0;3160000,0;normal;Campaña digital;568,0;False;1;Android;2;1;5350000;2675000,0;0,6277977974280158;0,6949088416152637;2026-01-10;0,5
CL00444;2025-02-27;Antioquia;Medellín;35;F;3;Técnico/Tecnólogo;Empleado;4020000,0;4020000,0;normal;Campaña digital;676,0;True;2;iOS;1;0;5000000;5000000,0;0,34926144792719543;0,34926144792719543;2025-09-06;0,0
CL00445;2024-09-22;Antioquia;Medellín;23;M;3;Bachiller;Independiente;2360000,0;2360000,0;normal;App orgánico;604,0;True;4;Android;1;0;5050000;5050000,0;0,31401334733543207;0,31401334733543207;2026-02-14;0,0
CL00446;2025-06-04;Caldas;Manizales;43;F;4;Técnico/Tecnólogo;Comerciante;2710000,0;2710000,0;normal;App orgánico;686,0;False;1;Web;1;0;1100000;1100000,0;0,27672015300724007;0,27672015300724007;2026-03-02;0,0
CL00447;2023-12-20;Cundinamarca;Soacha;40;F;3;Técnico/Tecnólogo;Microempresario;6220000,0;6220000,0;normal;Campaña digital;815,0;False;1;Android;2;0;12150000;6075000,0;0,23955413380622606;0,29434281517819555;2025-07-02;0,0
CL00449;2025-06-25;Valle del Cauca;Cali;31;M;1;Sin información;Desempleado;670000,0;670000,0;normal;App orgánico;389,0;False;0;Android;2;1;900000;450000,0;0,634508413812348;0,6796789316719343;2025-12-26;0,5
CL00450;2025-02-22;Valle del Cauca;Cali;25;No informa;1;Posgrado;Comerciante;2790000,0;2790000,0;normal;Referido;529,0;False;1;Android;2;1;4800000;2400000,0;0,5589885248954976;0,5748222603914429;2026-02-23;0,5
CL00451;2023-04-08;Bogotá D.C.;Bogotá;35;F;2;Bachiller;Empleado;1750000,0;1750000,0;normal;Referido;598,0;True;3;Android;1;0;1100000;1100000,0;0,4141456102285991;0,4141456102285991;2024-11-22;0,0
CL00452;2023-05-24;Tolima;Ibagué;46;M;2;Técnico/Tecnólogo;Microempresario;2370000,0;2370000,0;normal;App orgánico;545,0;False;2;Android;1;0;650000;650000,0;0,3049376114475858;0,3049376114475858;2025-11-01;0,0
